tweet_text,actual_sentiment,predicted_sentiment
thx stand united rajuchinthala know frustrating appreciate patience try get way jh,1,0
southwestair would appreciate follow dm info figure supposed,0,1
americanair get betterother passenger rebooked direct airline whereisthelove whybeaaff,0,0
united aw thanks kind word totally make extra hour sitting airport soooo much better,2,0
usairways put back hold hour completely unacceptable,0,0
united get help changing ticket minute hold counting,0,0
united poor old united never seem get response right,0,0
americanair okay since couldnt put earlier flight buy ticket another airline,0,0
jetblue walked gate ask desk gate,0,0
sigh jetblue fleet fleek,1,1
jetblue one look must getting old damn,0,0
virginamerica got cheese plate flight,1,2
jetblue well time going happen safety come look like ill look another flight sttimeflyer,0,0
usairways lol thanks switch american,0,2
americanair flight aa cx aa killing layover still wanting breakfast im hungry get dfw,0,0
usairways enormous line customer service two agent kind service,0,0
united also didnt ice frozen metal walkway wasted minute one knew simple job,0,0
usairways thanks,2,2
americanair need get shit together counter people amp massive line people need catch flight,0,0
southwestair thanks excited see,2,2
americanair booked aa departing jfk booked via ba want change ff aa via twitter,1,1
southwestair hold hournot cool guy,0,2
united okc ticket agent roger mclarrensp less helpful intl group travel problem cant find supervisor help,0,0
jetblue give update flight mcogtjfk theyre saying mechanical issue disclose,0,0
united wifi tell family im gonna late flight cause sit grounded plane past two hour,0,0
usairways seriously ridiculous shouldnt wait hour luggage land wtf,0,0
usairways learned although travel policy waive change feeyou still charged reservation fee,0,0
usairways pre schooler develop app thing crash every single time,0,0
americanair kaps international airline experienced record profit last quarter cant staff call center,0,0
usairways question downgrade include losing first class get money back,1,1
jetblue exciting time ahead,2,0
jetblue awesome thanks thanks quick response guy rock,2,2
usairways manage place family plain none sitting next one yr old,0,0
jetblue americanair ah ha misread end date thanks clarifying,2,2
usairways thanks need locate luggage,0,0
southwestair jackpot legroom,2,1
usairways americanair seriously service issue right decide tweet unbelievable,0,0
southwestair anyone answering phone rebook cancelled flightled flight,0,0
jetblue never airline refuse help sit parent tiny kid guy willing jetblue,0,0
americanair late flightr complete itinerary change lost work time yeah got rebooked,0,0
jetblue thank jetblue credit nice save,2,2
usairways thanks helping reflight booking problem cancelled flightedflight yvonne anthony help u get tel aviv time happyfriday,2,0
usairways cant wait never fly always delayed always lose bag rudest people planet southwest best,0,0
united extra care airline unitedairlines dont care trust customerservice non existent dont,0,0
united nope walked amp orf terminal amp united agent found showed last minute board u many panicked people,0,0
united sent dm thanks incredibly happy fast response got via twitter via customer care thank,2,2
jetblue flight still waiting bag u checked hour ago people missing connection please help,0,0
united false,0,0
united voucher expires next week get extension expires,1,0
southwestair truly best customerservice something go wrong matter big small issue fix thank,2,2
jetblue hour delay supposed land pm still boarding epicfail,0,0
united speaks basically worst designed web system ever,0,0
united thanks effing holiday missing full day skiing due baggage team incompetence flyyow,0,0
usairways seat phone iwas told getting error msg due paid st class upgrd told check amsound right,0,0
united im snowy road bwi called mileageplus amp told flight cancelled flighted hour ago rcvd notification pls help,0,0
usairways say call connecting get song dance weather weather bad day called day wasteoftime,0,0
americanair keeping aa air crew chief cousin alex espinosa dfw,1,0
americanair flt tom recd notification im going airport,0,0
jetblue littlebirds beautiful shot thanks sharing using flyfi post welcome flight quickie,2,2
jetblue horrible experience check agent fort myers ill document send detail boston,0,0
usairways thank calling cheapoairchat,2,2
united really fucked day hilo lax hrmin delay software missed connection getting home hr late flightr upgrade nothin,0,0
americanair issue requires bit tweet explain yall email,1,0
southwestair thats bull add fare cart locked made way paypal,0,0
usairways great operation guy running mechanical issue taping piece plane together lol,1,0
southwestair get weather delay hand nothing else offer massive inconvenience,0,0
southwestair favorite airline ive never issue plus crew entertaining,2,0
usairways im glad spend hour try track basic information already available,0,0
americanair thank much help lot,2,2
jetblue weird picked city test workednot one want work phone though ill use,1,0
americanair giving hard timejust looking basic customer service aa lost bag eta return please,0,0
united process purchasing ticket price changed unbelievable ripoffs pricediscrimination,0,0
usairways customer service line keep telling call back late flightr disconnect talk someone flight,0,0
southwestair tried dm wont let say following,1,0
southwestair question atl companion pas offer know need revenue flight roundtrips whats revenue flight thnx,1,1
southwestair also gave hr minute hold maybe put people,0,0
usairways issuing travel advisory clt thursday significant snow storm way wednesday night,1,1
jetblue stranded passenger arent helped get another flight,0,0
united never frustrated conversation united cant speak spanish courier company bag,0,0
united heard vouchermiles credit cancelled flighting international flight yesterday didnt get email,0,0
americanair want treat platinum two gold flyer,0,0
americanair thats unacceptable,0,0
jetblue expanding nantucket aviation,1,1
southwestair follow send info,1,1
united thanks changed managed arrive hour delay exhausted,0,0
united would get early enough green tag go otis would still sitting ord,0,0
